age,workclass,fnlwgt,education,occupation,relationship,race,sex,target,predicted_salary
"38"," Private","272017"," HS-grad"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"46"," Private","224559"," HS-grad"," Craft-repair"," Husband"," Black"," Male","0","0"
"65"," Private","138247"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"39"," Private","365465"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"60"," Self-emp-not-inc","69887"," Some-college"," Farming-fishing"," Husband"," White"," Male","1","0"
"30"," Private","203488"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","1"
"39"," Private","57691"," HS-grad"," Handlers-cleaners"," Husband"," White"," Male","1","1"
"35"," Private","193815"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"31"," Self-emp-not-inc","37284"," Some-college"," Farming-fishing"," Husband"," White"," Male","0","0"
"39"," Private","317434"," HS-grad"," Exec-managerial"," Own-child"," White"," Male","0","0"
"33"," Private","198613"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"27"," Private","126060"," Prof-school"," Prof-specialty"," Other-relative"," White"," Female","0","0"
"31"," Private","187560"," Some-college"," Adm-clerical"," Husband"," White"," Male","0","1"
"77"," ?","331863"," Some-college"," ?"," Not-in-family"," White"," Male","0","0"
"40"," State-gov","52498"," Assoc-acdm"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"58"," Federal-gov","256466"," Masters"," Tech-support"," Husband"," Asian-Pac-Islander"," Male","1","1"
"37"," Local-gov","215618"," Assoc-voc"," Protective-serv"," Husband"," White"," Male","1","1"
"39"," Private","150057"," 10th"," Machine-op-inspct"," Own-child"," White"," Male","0","0"
"30"," Private","213714"," Some-college"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"20"," Private","173095"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"36"," ?","143774"," HS-grad"," ?"," Other-relative"," White"," Female","0","0"
"30"," Private","277488"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"39"," Private","240468"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"43"," Private","197609"," Some-college"," Other-service"," Not-in-family"," White"," Female","0","0"
"25"," Private","72294"," HS-grad"," Adm-clerical"," Own-child"," White"," Female","0","0"
"42"," Private","219155"," Assoc-voc"," Craft-repair"," Husband"," White"," Male","1","1"
"38"," Private","130277"," Some-college"," Tech-support"," Unmarried"," White"," Female","0","0"
"67"," Private","100718"," HS-grad"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"57"," Private","151474"," HS-grad"," Handlers-cleaners"," Other-relative"," White"," Female","0","0"
"21"," Private","209955"," Some-college"," Craft-repair"," Own-child"," White"," Male","0","0"
"35"," Private","23892"," HS-grad"," Exec-managerial"," Wife"," White"," Female","1","1"
"40"," Private","206927"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"35"," Private","60135"," 10th"," Other-service"," Wife"," White"," Female","0","0"
"74"," ?","95630"," 9th"," ?"," Husband"," White"," Male","0","0"
"19"," Private","229516"," 7th-8th"," Machine-op-inspct"," Other-relative"," White"," Male","0","0"
"36"," Self-emp-not-inc","127740"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","0"
"39"," State-gov","252662"," Doctorate"," Prof-specialty"," Not-in-family"," White"," Male","1","1"
"17"," ?","171080"," 12th"," ?"," Own-child"," White"," Male","0","0"
"47"," ?","118358"," HS-grad"," ?"," Other-relative"," White"," Female","0","0"
"32"," Private","160594"," Bachelors"," Sales"," Not-in-family"," White"," Male","1","1"
"32"," Local-gov","393376"," Bachelors"," Protective-serv"," Not-in-family"," White"," Female","0","1"
"51"," Federal-gov","321494"," HS-grad"," Other-service"," Not-in-family"," White"," Male","0","0"
"48"," ?","289517"," Some-college"," ?"," Not-in-family"," White"," Male","0","0"
"38"," Private","331395"," Bachelors"," Sales"," Husband"," White"," Male","0","1"
"19"," ?","199609"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"52"," Private","178596"," Masters"," Craft-repair"," Husband"," White"," Male","1","1"
"21"," Private","198996"," Some-college"," Machine-op-inspct"," Own-child"," White"," Female","0","0"
"33"," Private","222654"," HS-grad"," Craft-repair"," Other-relative"," White"," Male","0","0"
"18"," Private","293510"," 12th"," Handlers-cleaners"," Other-relative"," White"," Male","0","0"
"32"," Self-emp-not-inc","176185"," Bachelors"," Tech-support"," Husband"," White"," Male","1","1"
"28"," Private","370509"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","0"
"45"," Private","167381"," HS-grad"," Sales"," Unmarried"," White"," Female","0","0"
"21"," Private","300445"," HS-grad"," Other-service"," Own-child"," Black"," Female","0","0"
"24"," Private","339602"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"53"," Private","329222"," Bachelors"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male","0","0"
"54"," Self-emp-not-inc","183668"," 5th-6th"," Farming-fishing"," Husband"," White"," Male","0","0"
"28"," Private","30014"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"20"," ?","120820"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"23"," Private","33021"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"33"," State-gov","295662"," Bachelors"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"45"," Private","183168"," Some-college"," Tech-support"," Wife"," White"," Female","0","1"
"47"," Self-emp-not-inc","148738"," 7th-8th"," Farming-fishing"," Husband"," White"," Male","1","0"
"35"," Private","214738"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"20"," Private","196758"," Assoc-acdm"," Sales"," Own-child"," White"," Female","0","0"
"35"," Federal-gov","105527"," HS-grad"," Exec-managerial"," Unmarried"," White"," Female","0","0"
"50"," Private","221495"," Bachelors"," Sales"," Husband"," White"," Male","0","1"
"40"," Private","211938"," 10th"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"50"," Private","209320"," 10th"," Farming-fishing"," Husband"," White"," Male","0","0"
"33"," Private","298785"," 9th"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"37"," Private","459192"," Bachelors"," Sales"," Not-in-family"," White"," Female","0","0"
"37"," Private","342642"," Some-college"," Craft-repair"," Husband"," White"," Male","1","0"
"25"," Self-emp-not-inc","46015"," HS-grad"," Sales"," Husband"," White"," Male","0","0"
"17"," Private","219199"," 10th"," Other-service"," Own-child"," Black"," Male","0","0"
"49"," Self-emp-not-inc","285858"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","0"
"66"," Private","592029"," HS-grad"," Sales"," Not-in-family"," Black"," Female","0","0"
"24"," Private","132247"," HS-grad"," Other-service"," Wife"," White"," Female","0","0"
"50"," Private","330543"," Preschool"," Other-service"," Husband"," White"," Male","0","0"
"56"," Private","176613"," Bachelors"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female","0","1"
"68"," Private","174895"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"65"," Private","200408"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"67"," Private","219687"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"17"," Private","174466"," 11th"," Other-service"," Own-child"," White"," Male","0","0"
"27"," Private","339921"," Some-college"," Other-service"," Not-in-family"," White"," Male","0","0"
"47"," Local-gov","330080"," 11th"," Craft-repair"," Not-in-family"," Black"," Male","0","0"
"40"," Private","151504"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"39"," State-gov","275300"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"36"," Private","178322"," HS-grad"," Transport-moving"," Unmarried"," White"," Male","0","0"
"49"," State-gov","209482"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"59"," Private","157831"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"46"," Private","224314"," Bachelors"," Exec-managerial"," Unmarried"," White"," Female","0","0"
"71"," ?","144461"," Bachelors"," ?"," Husband"," White"," Male","0","0"
"42"," Self-emp-not-inc","114580"," Masters"," Exec-managerial"," Unmarried"," White"," Female","0","1"
"46"," Self-emp-inc","321764"," Prof-school"," Prof-specialty"," Husband"," White"," Male","1","1"
"41"," Private","197907"," HS-grad"," Tech-support"," Not-in-family"," Black"," Female","0","0"
"20"," State-gov","199884"," Some-college"," Other-service"," Own-child"," White"," Female","0","0"
"30"," Private","332975"," 11th"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"29"," Private","37599"," Some-college"," Adm-clerical"," Not-in-family"," White"," Male","0","0"
"28"," Private","52199"," Bachelors"," Other-service"," Not-in-family"," White"," Male","0","0"
"61"," Self-emp-not-inc","45795"," HS-grad"," Adm-clerical"," Wife"," White"," Female","0","0"
"30"," Private","154120"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"27"," Private","217530"," Some-college"," Tech-support"," Own-child"," White"," Male","0","0"
"58"," Self-emp-not-inc","426263"," Some-college"," Prof-specialty"," Husband"," White"," Male","0","0"
"37"," Private","406664"," 7th-8th"," Craft-repair"," Husband"," White"," Male","0","0"
"24"," Private","269799"," Assoc-voc"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"48"," Private","127738"," 9th"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"24"," Private","330724"," Bachelors"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male","0","0"
"47"," Private","138999"," 9th"," Craft-repair"," Husband"," White"," Male","1","0"
"33"," Private","152744"," Some-college"," Exec-managerial"," Own-child"," Asian-Pac-Islander"," Female","0","0"
"26"," Private","155459"," Bachelors"," Protective-serv"," Other-relative"," White"," Male","0","0"
"43"," Private","222596"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"29"," Private","209173"," Assoc-acdm"," Sales"," Not-in-family"," White"," Male","0","0"
"33"," Private","513977"," Some-college"," Tech-support"," Husband"," Black"," Male","0","1"
"45"," Private","186410"," HS-grad"," Transport-moving"," Husband"," White"," Male","1","0"
"44"," Private","230684"," HS-grad"," Prof-specialty"," Husband"," White"," Male","0","1"
"44"," Private","136986"," Some-college"," Adm-clerical"," Not-in-family"," White"," Male","0","0"
"34"," State-gov","647591"," HS-grad"," Other-service"," Not-in-family"," Black"," Female","0","0"
"25"," Private","264300"," Assoc-voc"," Prof-specialty"," Own-child"," White"," Female","0","0"
"59"," Private","95967"," Prof-school"," Exec-managerial"," Husband"," Black"," Male","0","1"
"33"," Private","187802"," Bachelors"," Adm-clerical"," Wife"," White"," Female","1","1"
"45"," Self-emp-inc","270079"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"58"," Private","141379"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"18"," Private","176653"," HS-grad"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"35"," Private","176900"," Assoc-voc"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"55"," Private","200217"," 10th"," Craft-repair"," Husband"," White"," Male","1","0"
"43"," Private","188331"," 11th"," Sales"," Unmarried"," White"," Female","0","0"
"36"," Private","158363"," 12th"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"42"," Self-emp-not-inc","247422"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"45"," Private","247120"," HS-grad"," Transport-moving"," Other-relative"," White"," Female","0","0"
"20"," Local-gov","37932"," Some-college"," Handlers-cleaners"," Not-in-family"," White"," Male","0","0"
"27"," Self-emp-not-inc","32280"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"23"," Private","197286"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"55"," Private","228595"," 5th-6th"," Other-service"," Husband"," White"," Male","0","0"
"51"," Private","81534"," 11th"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male","0","0"
"17"," Private","165457"," 10th"," Other-service"," Own-child"," White"," Male","0","0"
"28"," Private","209109"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"31"," Private","141817"," Bachelors"," Other-service"," Husband"," White"," Male","0","0"
"66"," ?","249043"," 11th"," ?"," Husband"," White"," Male","1","0"
"61"," Self-emp-not-inc","185640"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","0"
"19"," Private","400195"," HS-grad"," Other-service"," Own-child"," White"," Male","0","0"
"28"," Private","267912"," Some-college"," Adm-clerical"," Not-in-family"," White"," Male","0","0"
"39"," Private","370032"," Masters"," Prof-specialty"," Husband"," White"," Male","0","1"
"34"," Private","191957"," HS-grad"," Adm-clerical"," Husband"," Black"," Male","1","0"
"53"," Private","361405"," HS-grad"," Prof-specialty"," Husband"," White"," Male","1","1"
"54"," Private","103580"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Female","0","1"
"44"," Private","116632"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"34"," Private","185480"," Assoc-acdm"," Adm-clerical"," Own-child"," White"," Female","0","0"
"41"," Private","94113"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"26"," Self-emp-not-inc","75654"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","0"
"38"," Private","104727"," Masters"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"28"," Private","302406"," Prof-school"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"63"," Private","116993"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","1","0"
"51"," Private","274528"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"53"," Federal-gov","218382"," Assoc-acdm"," Adm-clerical"," Wife"," Black"," Female","1","1"
"35"," Federal-gov","170425"," Assoc-acdm"," Prof-specialty"," Unmarried"," Black"," Female","0","0"
"49"," Self-emp-inc","148437"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","1"
"43"," Private","24264"," Some-college"," Prof-specialty"," Husband"," White"," Male","1","1"
"50"," State-gov","78923"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"49"," Self-emp-inc","106169"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"43"," Local-gov","211860"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"49"," Private","250821"," Prof-school"," Farming-fishing"," Other-relative"," White"," Male","0","0"
"29"," Private","202558"," Assoc-voc"," Tech-support"," Other-relative"," White"," Female","0","1"
"30"," Private","96480"," Assoc-voc"," Adm-clerical"," Own-child"," White"," Female","0","0"
"32"," Private","215912"," HS-grad"," Other-service"," Wife"," Black"," Female","0","0"
